Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Bangladesh,BGD,BGD3,Rayan,Bintay Mostafa,0,1,0,7,0,0,8,Bronze Medal,,97,
Bangladesh,BGD,BGD4,Safa,Tasnim,0,1,0,0,0,0,1,,,167,
Bulgaria,BGR,BGR1,Margarita,Stefanova,0,6,0,7,0,0,13,Bronze Medal,,58,39
Bulgaria,BGR,BGR2,Maria,Drencheva,0,2,1,7,2,0,12,Bronze Medal,,65,46
Bulgaria,BGR,BGR3,Mihaela,Gledacheva,2,2,0,7,1,0,12,Bronze Medal,,65,46
Bulgaria,BGR,BGR4,Kalina,Nikolova,0,2,0,2,3,0,7,,,110,74
Bosnia and Herzegovina,BIH,BIH1,Naida,Purišević,0,1,7,7,2,0,17,Silver Medal,,35,22
Bosnia and Herzegovina,BIH,BIH2,Esma,Mašić,7,2,0,7,0,0,16,Silver Medal,,38,24
Bosnia and Herzegovina,BIH,BIH3,Emira,Ibrahimović,5,0,3,7,0,0,15,Silver Medal,,42,27
Bosnia and Herzegovina,BIH,BIH4,Asja,Ćatić,1,1,2,4,0,0,8,Bronze Medal,,97,65
Belarus,BLR,BLR1,Maryna,Horbach,6,1,0,1,5,0,13,Bronze Medal,,58,39
Belarus,BLR,BLR2,Kseniya,Shastakova,7,7,1,7,7,0,29,Gold Medal,,15,8
Belarus,BLR,BLR3,Hanna,Blazhko,1,2,2,1,1,0,7,,,110,74
Belarus,BLR,BLR4,Milanna,Pahasian,7,0,0,7,1,0,15,Silver Medal,,42,27
Bolivia,BOL,BOL1,Alejandra Melody,Flores Poma,0,0,0,0,0,0,0,,,192,
Bolivia,BOL,BOL2,Mari Linda,Eulate Peña,0,0,0,0,0,0,0,,,192,
Bolivia,BOL,BOL3,Camila Rosario,Antonio Villarroel,0,0,0,0,0,0,0,,,192,
Bolivia,BOL,BOL4,Monserrat del Pilar,Flores Choqueticlla,0,0,0,0,0,0,0,,,192,
Brazil,BRA,BRA1,Bruna Arisa,Shoji Nakamura,0,1,0,7,0,0,8,Bronze Medal,,97,
Brazil,BRA,BRA2,Gabriella,Santana Morgado,7,2,1,2,0,0,12,Bronze Medal,,65,
Brazil,BRA,BRA3,Laís,Nuto Rossman,1,2,0,3,0,0,6,,,119,
Brazil,BRA,BRA4,Letícia,Barbieri Stroeh,1,3,1,3,2,0,10,Bronze Medal,,81,
Canada,CAN,CAN1,Allison,Tsypin,0,2,0,0,1,0,3,,,134,
Canada,CAN,CAN2,Jennifer,Wang,7,4,0,4,1,0,16,Silver Medal,,38,
Canada,CAN,CAN3,Yifan,Tang,0,0,0,1,0,0,1,,,167,
Canada,CAN,CAN4,Kaylee,Ji,7,7,1,7,2,0,24,Gold Medal,,20,
Costa Rica,CRI,CRI1,Kristel,Acuña García,6,1,0,7,1,0,15,Silver Medal,,42,
Costa Rica,CRI,CRI2,Viviana,Le Roy Cáceres,0,0,0,0,0,0,0,,,192,
Costa Rica,CRI,CRI3,Nicole,Lipschitz Kesselman,3,2,0,1,0,0,6,,,119,
Costa Rica,CRI,CRI4,Stephanie,Sandoval Camacho,0,0,0,0,0,0,0,,,192,
Cyprus,CYP,CYP1,Semeli,Ergatoudi,0,0,0,1,2,0,3,,,134,89
Cyprus,CYP,CYP2,Georgia,Timotheou,0,0,0,1,1,0,2,,,149,102
Cyprus,CYP,CYP3,Danae,Makridou,0,0,1,2,0,0,3,,,134,89
Cyprus,CYP,CYP4,Sophia,Smyrli,0,0,0,0,0,0,0,,,192,136
Czech Republic,CZE,CZE1,Vendula,Onderková,0,0,1,7,0,0,8,Bronze Medal,,97,65
Czech Republic,CZE,CZE2,Klára,Pernicová,7,0,2,2,2,0,13,Bronze Medal,,58,39
Czech Republic,CZE,CZE3,Adéla,Heroudková,7,0,1,2,0,0,10,Bronze Medal,,81,56
Czech Republic,CZE,CZE4,Adéla Karolína,Žáčková,7,1,0,1,0,0,9,Bronze Medal,,89,60
Denmark,DEN,DEN1,Bodil Kondrup,Vedel,0,0,0,1,1,0,2,,,149,102
Denmark,DEN,DEN2,Edith Bille,Gørtz,0,0,0,0,1,0,1,,,167,119
Denmark,DEN,DEN3,Liv Rosenlund,Krohn,0,0,0,0,2,0,2,,,149,102
Denmark,DEN,DEN4,Sofie Lindgaard,Roed,0,0,0,0,0,0,0,,,192,136
Ecuador,ECU,ECU1,Zhiron Cristina,Wu Yuan,1,0,0,1,0,0,2,,,149,
Ecuador,ECU,ECU2,Natasha Fernanda,Valarezo Oyola,0,0,0,0,0,0,0,,,192,
Ecuador,ECU,ECU3,María José,Indacochea Rosado,0,0,0,0,0,0,0,,,192,
Ecuador,ECU,ECU4,María Cristina,García,0,0,0,0,0,0,0,,,192,
Spain,ESP,ESP1,Paula,Esquerrà Giné,0,2,0,0,0,0,2,,,149,102
Spain,ESP,ESP2,Jimena,Lorenzo Simón,0,1,0,1,0,0,2,,,149,102
Spain,ESP,ESP3,Mencía,Díaz de Cerio Ruiz de Lobera,0,0,0,0,0,0,0,,,192,136
Spain,ESP,ESP4,Raquel,Trull Báguena,0,0,0,0,0,0,0,,,192,136
Finland,FIN,FIN1,Aino,Aulanko,1,1,0,0,1,0,3,,,134,89
Finland,FIN,FIN2,Veera,Nurmela,0,1,0,4,0,0,5,,,122,79
Finland,FIN,FIN3,Tianyue,Sun,1,1,0,0,1,0,3,,,134,89
Finland,FIN,FIN4,Anni,Tapionlinna,0,1,0,0,0,0,1,,,167,119
France,FRA,FRA1,Hannah,Faucheu,4,1,1,1,2,0,9,Bronze Medal,,89,60
France,FRA,FRA2,Maryam,Kouhkan,7,3,0,1,0,0,11,Bronze Medal,,73,52
France,FRA,FRA3,Amélie,Triqueneaux,0,2,2,4,0,0,8,Bronze Medal,,97,65
France,FRA,FRA4,Fangyu,Xue,0,1,0,0,0,0,1,,,167,119
Georgia,GEO,GEO1,Kesaria,Chelidze,0,0,0,1,0,0,1,,,167,119
Georgia,GEO,GEO2,Maria-Elena Aisha,Tskhvediani,0,0,0,1,0,0,1,,,167,119
Georgia,GEO,GEO3,Ana,Onoprishvili,7,1,1,7,7,0,23,Gold Medal,,21,10
Georgia,GEO,GEO4,Mariam,Ivardava,0,4,0,1,0,0,5,,,122,79
Georgia B,GEOB,GEOB1,Lizi,Kutchava,0,1,0,0,0,0,1,,,167,
Georgia B,GEOB,GEOB2,Nia,Tatrishvili,5,1,0,0,1,0,7,,,110,
Georgia B,GEOB,GEOB3,Tamari,Peikrishvili,0,4,0,2,1,0,7,,,110,
Georgia B,GEOB,GEOB4,Elene,Kalinichenko,0,1,0,0,0,0,1,,,167,
Germany,GER,GER1,Cara,de Bruyn,0,5,2,1,7,0,15,Silver Medal,,42,27
Germany,GER,GER2,Olesia,Gaiduk,0,7,0,0,1,0,8,Bronze Medal,,97,65
Germany,GER,GER3,Marie,Mattutat,0,1,0,1,1,0,3,,,134,89
Germany,GER,GER4,Réka Amélie,Wagener,7,4,0,7,1,0,19,Silver Medal,,29,17
Croatia,HRV,HRV1,Ema,Borevković,0,6,0,1,7,0,14,Silver Medal,,51,34
Croatia,HRV,HRV2,Stella,Čolo,0,0,1,7,0,0,8,Bronze Medal,,97,65
Croatia,HRV,HRV3,Leonarda,Pribanić,0,0,1,0,0,0,1,,,167,119
Croatia,HRV,HRV4,Lara,Semeš,0,0,0,1,1,0,2,,,149,102
Hungary,HUN,HUN1,Nóra Zoé,Velich,7,4,0,4,6,0,21,Gold Medal,,24,12
Hungary,HUN,HUN2,Janka,Hámori,7,3,1,7,2,0,20,Silver Medal,,28,16
Hungary,HUN,HUN3,Diep Bich,Nguyen,7,2,0,0,0,0,9,Bronze Medal,,89,60
Hungary,HUN,HUN4,Johanna,Győrffy,0,1,0,7,0,0,8,Bronze Medal,,97,65
India,IND,IND1,Aditi,Muthkhod,7,0,0,0,0,0,7,Honourable Mention,,110,
India,IND,IND2,Ananya  Rajas,Ranade,0,7,0,7,0,0,14,Silver Medal,,51,
India,IND,IND3,Anushka,Aggarwal,0,0,0,0,0,0,0,,,192,
India,IND,IND4,Gunjan,Aggarwal,0,0,0,0,0,0,0,,,192,
Ireland,IRL,IRL1,Xiaoping,Lang,0,0,0,1,0,0,1,,,167,119
Ireland,IRL,IRL2,Ellen,Li,0,1,0,2,0,0,3,,,134,89
Ireland,IRL,IRL3,Ashling,McCarthy,0,0,0,1,0,0,1,,,167,119
Ireland,IRL,IRL4,Eilis,OHalloran,0,1,0,1,0,0,2,,,149,102
Israel,ISR,ISR1,Tamar,Peer,2,3,0,0,0,0,5,,,122,
Israel,ISR,ISR2,Nogah,Friedman,7,7,0,7,7,7,35,Gold Medal,,9,
Israel,ISR,ISR3,Yaara,Schulman,1,3,4,3,2,1,14,Silver Medal,,51,
Israel,ISR,ISR4,Nicole,Grosman,1,3,0,1,1,0,6,,,119,
Italy,ITA,ITA1,Francesca,Busato,0,0,0,5,0,0,5,,,122,79
Italy,ITA,ITA2,Elena,Ghilardi,3,2,0,0,0,0,5,,,122,79
Italy,ITA,ITA3,Cecilia,Moriggi,0,2,0,1,0,0,3,,,134,89
Italy,ITA,ITA4,Daria,Pasqualetti,1,7,0,1,0,0,9,Bronze Medal,,89,60
Japan,JPN,JPN1,Aya,Nagao,0,3,0,4,1,0,8,Bronze Medal,,97,
Japan,JPN,JPN2,Kana,Okazaki,0,0,0,1,0,0,1,,,167,
Japan,JPN,JPN3,Mika,Yamanouchi,7,0,0,4,0,0,11,Bronze Medal,,73,
Japan,JPN,JPN4,Yurika,Yasuda,7,0,1,0,1,0,9,Bronze Medal,,89,
Kazakhstan,KAZ,KAZ1,Dilnaz,Ualiyeva,0,3,1,7,7,0,18,Silver Medal,,32,20
Kazakhstan,KAZ,KAZ2,Merey,Temirzinova,1,1,0,0,0,0,2,,,149,102
Kazakhstan,KAZ,KAZ3,Akerke,Nurakhmetova,1,0,0,7,0,0,8,Bronze Medal,,97,65
Kazakhstan,KAZ,KAZ4,Aizhan,Kenzhebayeva,2,0,0,3,0,0,5,,,122,79
Kyrgyzstan,KGZ,KGZ1,Elnura,Anarbai kyzy,1,1,2,6,0,0,10,Bronze Medal,,81,
Kyrgyzstan,KGZ,KGZ2,Alina,Myrsabekova,0,0,0,1,0,0,1,,,167,
Kyrgyzstan,KGZ,KGZ3,Karinakhon,Ishankulova,0,0,0,1,0,0,1,,,167,
Kyrgyzstan,KGZ,KGZ4,Victoriia,Davydova,0,0,0,1,0,0,1,,,167,
Kosovo,KSV,KSV1,Era,Syla,7,1,0,7,0,0,15,Silver Medal,,42,27
Kosovo,KSV,KSV2,Rinesë,Morina,0,1,0,0,0,0,1,,,167,119
Kosovo,KSV,KSV3,Rinesa,Hamiti,0,1,0,0,0,0,1,,,167,119
Kosovo,KSV,KSV4,Vesa,Vishaj,1,1,0,0,0,0,2,,,149,102
Luxembourg,LUX,LUX1,Sasha,Biryukov,3,0,0,0,0,0,3,,,134,89
Luxembourg,LUX,LUX2,Angelina,Kysil,0,2,2,3,0,0,7,,,110,74
Latvia,LVA,LVA1,Milana,Komisarova,0,1,0,0,4,0,5,,,122,79
Latvia,LVA,LVA2,Līva,Oliņa,0,1,0,0,1,0,2,,,149,102
Latvia,LVA,LVA3,Anna,Frolova,0,1,0,3,0,0,4,,,132,88
Latvia,LVA,LVA4,Jana,Voiciša,0,0,0,0,3,0,3,,,134,89
Republic of Moldova,MDA,MDA1,Adelina,Andrei,7,2,0,7,4,1,21,Gold Medal,,24,12
Republic of Moldova,MDA,MDA2,Mădălina,Griza,0,3,0,2,0,0,5,,,122,79
Republic of Moldova,MDA,MDA3,Adelina,Patlatîi,0,0,0,7,0,0,7,Honourable Mention,,110,74
Republic of Moldova,MDA,MDA4,Ana-Maria,Izbaș,0,1,0,1,0,0,2,,,149,102
Mexico,MEX,MEX1,Ana,Illanes Martínez de la Vega,7,7,5,7,2,0,28,Gold Medal,,17,
Mexico,MEX,MEX2,Alexandra,Valdepeñas Ramírez,1,4,1,3,2,0,11,Bronze Medal,,73,
Mexico,MEX,MEX3,Karla Rebeca,Munguia Romero,7,7,2,7,0,0,23,Gold Medal,,21,
Mexico,MEX,MEX4,Samantha,Ruelas Valtierra,1,1,1,7,1,0,11,Bronze Medal,,73,
North Macedonia,MKD,MKD1,Marija,Atanasova,7,5,0,7,2,0,21,Gold Medal,,24,12
North Macedonia,MKD,MKD2,Ivona,Zikova,2,1,0,2,0,0,5,,,122,79
North Macedonia,MKD,MKD3,Jasna,Ilieva,1,4,1,7,1,0,14,Silver Medal,,51,34
North Macedonia,MKD,MKD4,Emilija,Nikolovska,3,2,2,4,1,0,12,Bronze Medal,,65,46
Netherlands,NLD,NLD1,Maud,van Bokhoven,0,1,0,1,0,0,2,,,149,102
Netherlands,NLD,NLD2,Samantha,Li,1,1,0,1,0,0,3,,,134,89
Netherlands,NLD,NLD3,Allie,Zong,7,1,0,4,1,0,13,Bronze Medal,,58,39
Netherlands,NLD,NLD4,Naomi,Zwaneveld,1,1,0,0,1,0,3,,,134,89
Norway,NOR,NOR1,Zejia,He,0,1,0,2,0,0,3,,,134,89
Norway,NOR,NOR2,Pratibha,Thakur,0,0,0,0,0,0,0,,,192,136
Norway,NOR,NOR3,Camilla,Alberg,0,0,0,0,1,0,1,,,167,119
Norway,NOR,NOR4,Astrid,Mysterud,0,0,0,0,0,0,0,,,192,136
Peru,PER,PER1,Carla,Fermin,7,7,2,7,3,0,26,Gold Medal,,19,
Peru,PER,PER2,Dariam,Caparachin,7,7,4,7,7,0,32,Gold Medal,,12,
Peru,PER,PER3,Flor,Luna,7,7,2,7,7,0,30,Gold Medal,,13,
Peru,PER,PER4,Angie,Alcantara,7,2,0,7,1,0,17,Silver Medal,,35,
Poland,POL,POL1,Alicja,Abramczuk,0,0,0,1,0,0,1,,,167,119
Poland,POL,POL2,Julia,Filip,7,2,0,7,2,0,18,Silver Medal,,32,20
Poland,POL,POL3,Justyna,Palikowska,7,2,1,2,1,0,13,Bronze Medal,,58,39
Poland,POL,POL4,Gabriela,Pietras,0,5,2,7,2,0,16,Silver Medal,,38,24
Romania,ROU,ROU1,Ioana,Popescu,7,7,7,7,7,0,35,Gold Medal,,9,5
Romania,ROU,ROU2,Diana,Țolu,7,7,7,7,1,0,29,Gold Medal,,15,8
Romania,ROU,ROU3,Lucia,Rîșnoveanu,7,7,2,7,0,0,23,Gold Medal,,21,10
Romania,ROU,ROU4,Ana-Maria-Iulia,Bogdan,0,7,1,3,0,0,11,Bronze Medal,,73,52
Russian Federation,RUS,RUS1,Ralina,Iusupova,7,7,7,7,7,7,42,Gold Medal,,1,1
Russian Federation,RUS,RUS2,Taisiia,Korotchenko,7,7,7,6,7,7,41,Gold Medal,,4,4
Russian Federation,RUS,RUS3,Rozalina,Mirgalimova,7,7,7,7,7,7,42,Gold Medal,,1,1
Russian Federation,RUS,RUS4,Anna,Piatkova,7,7,7,7,7,7,42,Gold Medal,,1,1
Saudi Arabia,SAU,SAU1,Rafaa,Qanash,2,2,1,6,7,0,18,Silver Medal,,32,
Saudi Arabia,SAU,SAU2,Joud,Bahuwayni,2,1,2,4,0,0,9,Bronze Medal,,89,
Saudi Arabia,SAU,SAU3,Lara,Monagel,1,0,1,7,0,0,9,Bronze Medal,,89,
Saudi Arabia,SAU,SAU4,Fatimeh,Alghannam,1,0,1,2,6,0,10,Bronze Medal,,81,
Serbia,SRB,SRB1,Milica,Vugdelić,1,5,0,7,7,1,21,Gold Medal,,24,12
Serbia,SRB,SRB2,Sara,Dragutinović,0,2,0,3,3,1,9,Bronze Medal,,89,60
Serbia,SRB,SRB3,Nevena,Stojković,0,0,0,7,1,0,8,Bronze Medal,,97,65
Serbia,SRB,SRB4,Milja,Jovanović,0,1,0,7,0,0,8,Bronze Medal,,97,65
Switzerland,SUI,SUI1,Ema,Skottova,7,2,0,0,3,0,12,Bronze Medal,,65,46
Switzerland,SUI,SUI2,Emily,Dikhoff,0,2,0,0,0,0,2,,,149,102
Switzerland,SUI,SUI3,Evelyn,Ebneter,0,0,0,1,0,0,1,,,167,119
Switzerland,SUI,SUI4,Yanta,Wang,7,4,0,7,1,0,19,Silver Medal,,29,17
Slovakia,SVK,SVK1,Alica,Dományová,7,0,1,5,1,0,14,Silver Medal,,51,34
Slovakia,SVK,SVK2,Lenka,Hake,0,0,0,0,1,0,1,,,167,119
Slovakia,SVK,SVK3,Eliška,Macáková,7,1,0,0,7,0,15,Silver Medal,,42,27
Slovakia,SVK,SVK4,Tereza,Škublová,3,0,1,7,1,0,12,Bronze Medal,,65,46
Slovenia,SVN,SVN1,Katarina,Grilj,0,0,0,7,3,0,10,Bronze Medal,,81,56
Slovenia,SVN,SVN2,Lana,Prijon,1,1,0,0,0,0,2,,,149,102
Slovenia,SVN,SVN3,Kaja,Rajter,0,0,0,2,0,0,2,,,149,102
Slovenia,SVN,SVN4,Tjaša,Sušnik,0,1,0,0,0,0,1,,,167,119
Tajikistan,TJK,TJK1,Mehrona,Sharopova,0,0,0,0,0,0,0,,,192,
Tajikistan,TJK,TJK2,Anisa,Burieva,0,0,0,7,0,0,7,Honourable Mention,,110,
Tajikistan,TJK,TJK3,Amina,Sadykova,0,0,0,0,0,0,0,,,192,
Tajikistan,TJK,TJK4,Farahnoz,Normurodzoda,0,0,1,7,0,0,8,Bronze Medal,,97,
Tunisia,TUN,TUN1,Yasmine,Alaya,1,1,1,7,0,0,10,Bronze Medal,,81,
Türkiye,TUR,TUR1,Betül,Akdaş,2,1,0,7,0,0,10,Bronze Medal,,81,56
Türkiye,TUR,TUR2,Zeynep Ebrar,Karadeniz,2,2,1,7,2,0,14,Silver Medal,,51,34
Türkiye,TUR,TUR3,Ayşe Zehra,Şen,7,3,0,0,0,0,10,Bronze Medal,,81,56
Türkiye,TUR,TUR4,Zeynep,Taşevli,7,1,0,3,2,0,13,Bronze Medal,,58,39
Ukraine,UKR,UKR1,Yelyzaveta,Horokh,1,7,1,4,1,0,14,Silver Medal,,51,34
Ukraine,UKR,UKR2,Roksolana,Ivanchuk,7,7,1,4,0,0,19,Silver Medal,,29,17
Ukraine,UKR,UKR3,Sofia,Ryabchun,3,1,0,7,0,0,11,Bronze Medal,,73,52
Ukraine,UKR,UKR4,Karolina,Susol,7,3,0,7,0,0,17,Silver Medal,,35,22
United Kingdom,UNK,UNK1,Aanya,Goyal,7,1,1,1,1,0,11,Bronze Medal,,73,52
United Kingdom,UNK,UNK2,Eleanor,MacGillivray,7,6,0,2,0,1,16,Silver Medal,,38,24
United Kingdom,UNK,UNK3,Yuka,Machino,7,7,2,7,3,7,33,Gold Medal,,11,6
United Kingdom,UNK,UNK4,Jenni,Voon,7,7,7,7,2,0,30,Gold Medal,,13,7
United States of America,USA,USA1,Serena,An,7,2,7,7,7,6,36,Gold Medal,,8,
United States of America,USA,USA2,Yunseo,Choi,7,2,7,7,7,7,37,Gold Medal,,5,
United States of America,USA,USA3,Sanjana,Das,7,7,2,7,7,7,37,Gold Medal,,5,
United States of America,USA,USA4,Jessica,Wan,7,7,7,7,7,2,37,Gold Medal,,5,
