Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Brazil,BRA,BRA2,Mariana,Oliveira,7,2,0,7,1,0,17,Bronze Medal,,80,
Brazil,BRA,BRA3,Mariana,Groff,7,2,2,7,7,0,25,Silver Medal,,35,
Brazil,BRA,BRA4,Débora,Yamato,7,2,1,7,0,0,17,Bronze Medal,,80,
Canada,CAN,CAN1,Elnaz,Hessami Pilehrood,7,7,0,7,3,0,24,Silver Medal,,44,
Canada,CAN,CAN2,Anna,Krokhine,7,7,2,2,1,0,19,Bronze Medal,,69,
Canada,CAN,CAN3,Jingzhi,Liang,7,1,0,7,0,0,15,Bronze Medal,,101,
Canada,CAN,CAN4,Karen,Situ,7,1,1,4,1,0,14,Honourable Mention,,109,
Costa Rica,CRI,CRI1,Marianne,Peña Wüst,3,1,0,1,0,0,5,,,175,
Costa Rica,CRI,CRI2,Ingrid Verónica,Salazar Picado,1,3,0,2,0,0,6,,,169,
Costa Rica,CRI,CRI3,Maricruz,Vásquez Sandí,3,1,0,0,0,0,4,,,177,
Costa Rica,CRI,CRI4,Lucía María,Jiménez Abarca,3,0,1,0,0,0,4,,,177,
Cyprus,CYP,CYP1,Eirini,Ioannou,7,2,0,1,1,0,11,Honourable Mention,,130,87
Cyprus,CYP,CYP2,Evelina,Orfanidou,1,0,0,0,0,0,1,,,187,131
Cyprus,CYP,CYP3,Evanthia,Diomidous,7,4,0,0,1,0,12,Honourable Mention,,123,83
Cyprus,CYP,CYP4,Georgia,Orphanidou,3,1,0,1,1,0,6,,,169,121
Czech Republic,CZE,CZE1,Lenka,Kopfová,6,3,2,7,7,0,25,Silver Medal,,35,25
Czech Republic,CZE,CZE2,Lucie,Kundratová,7,1,0,3,0,0,11,Honourable Mention,,130,87
Czech Republic,CZE,CZE3,Magdaléna,Mišinová,7,4,0,3,3,0,17,Bronze Medal,,80,53
Czech Republic,CZE,CZE4,Jana,Pallová,7,2,0,0,1,0,10,Honourable Mention,,139,94
Ecuador,ECU,ECU1,Ana Paula,Indacochea,7,2,2,2,7,0,20,Bronze Medal,,62,
Ecuador,ECU,ECU2,Valeria Estefania,Barco,0,1,0,0,1,0,2,,,182,
Ecuador,ECU,ECU3,Valerie Denisse,Bustos,7,1,0,4,1,0,13,Honourable Mention,,117,
Ecuador,ECU,ECU4,Maria Gratzia,Indacochea,7,2,0,1,7,0,17,Bronze Medal,,80,
Spain,ESP,ESP1,Silvia,Casacuberta Puig,2,2,0,7,0,0,11,Honourable Mention,,130,87
Spain,ESP,ESP2,Marta,Fuentes Zamoro,5,1,0,0,0,0,6,,,169,121
Spain,ESP,ESP3,Miriam,Lorenzo Laguno,5,2,2,7,0,0,16,Bronze Medal,,91,58
Spain,ESP,ESP4,Sara,Sendarrubias Arias-Camisón,3,3,2,0,0,0,8,,,159,113
Finland,FIN,FIN1,Milja,Krés,0,1,0,0,0,0,1,,,187,131
Finland,FIN,FIN2,Veera,Nurmela,0,0,0,1,0,0,1,,,187,131
Finland,FIN,FIN3,Nerissa,Shakespeare,7,1,0,0,0,0,8,Honourable Mention,,159,113
Finland,FIN,FIN4,Essi,Vilhonen,7,1,0,1,0,0,9,Honourable Mention,,147,102
France,FRA,FRA1,Léonie,Kittel,7,1,7,7,1,0,23,Silver Medal,,46,30
France,FRA,FRA2,Laureline,Legros,6,1,0,7,1,0,15,Bronze Medal,,101,66
France,FRA,FRA3,Anna,Luchnikov,7,1,1,7,7,0,23,Silver Medal,,46,30
France,FRA,FRA4,Olivine,Silier,7,1,0,7,0,0,15,Bronze Medal,,101,66
Georgia,GEO,GEO1,Tamar,Korkotashvili,6,5,1,7,7,0,26,Silver Medal,,31,22
Georgia,GEO,GEO2,Tinatin,Kokoshvili,4,0,0,1,0,0,5,,,175,126
Georgia,GEO,GEO3,Ana,Onoprishvili,7,1,2,7,7,2,26,Silver Medal,,31,22
Georgia,GEO,GEO4,Mzia,Abzhandadze,7,1,0,1,0,0,9,Honourable Mention,,147,102
Germany,GER,GER1,Kerrin,Bielser,7,3,0,7,1,2,20,Bronze Medal,,62,41
Germany,GER,GER2,Katharina,Albert,2,2,0,2,0,0,6,,,169,121
Germany,GER,GER3,Annegret,Seibt,7,1,0,4,1,0,13,Honourable Mention,,117,79
Germany,GER,GER4,Carmen,Brannath,1,2,2,6,0,0,11,,,130,87
Greece,HEL,HEL1,Eirini,Miliori,7,1,2,3,7,0,20,Bronze Medal,,62,41
Greece,HEL,HEL2,Maria,Angelika - Nikita,7,1,0,1,0,0,9,Honourable Mention,,147,102
Greece,HEL,HEL3,Sofia,Kollia,2,1,0,0,3,0,6,,,169,121
Greece,HEL,HEL4,Afroditi - Iliana,Zotou,1,0,0,0,0,0,1,,,187,131
Hungary,HUN,HUN1,Orsolya Lili,Janzer,7,7,7,7,3,0,31,Silver Medal,,18,13
Hungary,HUN,HUN2,Anna,Kerekes,7,7,7,7,2,0,30,Silver Medal,,20,15
Hungary,HUN,HUN3,Miléna,Vankó,7,5,1,7,0,1,21,Bronze Medal,,57,37
Hungary,HUN,HUN4,Anett,Kocsis,7,2,3,7,1,0,20,Bronze Medal,,62,41
India,IND,IND1,Haimoshri,Das,7,2,0,7,1,0,17,Bronze Medal,,80,
India,IND,IND2,Urshita,Pal,7,1,0,7,1,0,16,Bronze Medal,,91,
Ireland,IRL,IRL1,JuHyun,Ahn,7,1,0,1,0,0,9,Honourable Mention,,147,102
Ireland,IRL,IRL2,Tianyiwa,Xie,7,1,0,1,0,0,9,Honourable Mention,,147,102
Ireland,IRL,IRL3,Laura,Cosgrave,6,1,0,3,0,0,10,,,139,94
Ireland,IRL,IRL4,Yixin,Huang,7,1,0,1,0,0,9,Honourable Mention,,147,102
Israel,ISR,ISR1,Maya,Naveh,7,7,7,7,7,1,36,Gold Medal,,11,
Israel,ISR,ISR2,Libi,Liubovich,6,6,3,7,1,1,24,Silver Medal,,44,
Israel,ISR,ISR3,Yael,Gliksman,7,3,0,0,1,0,11,Honourable Mention,,130,
Israel,ISR,ISR4,Maya,Kleinstein,4,1,0,4,0,0,9,,,147,
Italy,ITA,ITA1,Giorgia,Benassi,7,1,1,6,0,0,15,Bronze Medal,,101,66
Italy,ITA,ITA2,Maria,Bevilacqua,7,1,0,7,1,0,16,Bronze Medal,,91,58
Italy,ITA,ITA3,Linda,Friso,7,1,1,7,1,0,17,Bronze Medal,,80,53
Italy,ITA,ITA4,Maria Chiara,Ricciuti,7,3,0,5,1,0,16,Bronze Medal,,91,58
Italy B,ITAB,ITAB1,Sabrina,Botticchio,7,1,0,4,0,0,12,Honourable Mention,,123,
Japan,JPN,JPN1,Hinako,Katafuchi,7,7,3,7,1,1,26,Silver Medal,,31,
Japan,JPN,JPN2,Yuka,Kuwahara,6,2,2,2,0,0,12,,,123,
Japan,JPN,JPN3,Yurika,Ueshiba,7,4,0,7,1,0,19,Bronze Medal,,69,
Japan,JPN,JPN4,Yuka,Watabe,7,7,4,6,7,6,37,Gold Medal,,9,
Kazakhstan,KAZ,KAZ1,Aruzhan,Amanbayeva,7,7,4,7,7,7,39,Gold Medal,,8,6
Kazakhstan,KAZ,KAZ2,Alua,Shyntay,7,2,3,5,7,2,26,Silver Medal,,31,22
Kazakhstan,KAZ,KAZ3,Assel,Katayeva,7,5,1,4,1,0,18,Bronze Medal,,76,49
Kazakhstan,KAZ,KAZ4,Akmaral,Jakibayeva,7,1,0,4,2,0,14,Honourable Mention,,109,72
Liechtenstein,LIE,LIE1,Nicole,Ospelt,7,2,0,5,0,0,14,Honourable Mention,,109,72
Lithuania,LTU,LTU1,Ugnė,Alaburdaitė,5,1,0,7,0,0,13,Honourable Mention,,117,79
Lithuania,LTU,LTU2,Ieva Elija,Jucevičiūtė,5,1,2,7,1,0,16,Bronze Medal,,91,58
Lithuania,LTU,LTU3,Neringa,Levinskaitė,7,7,6,7,7,0,34,Gold Medal,,13,9
Lithuania,LTU,LTU4,Julija,Paliulionytė,7,4,0,4,0,0,15,Bronze Medal,,101,66
Luxembourg,LUX,LUX1,Lea,Menasce,3,0,0,5,0,0,8,,,159,113
Luxembourg,LUX,LUX2,Angelina,Kysil,0,0,0,0,0,0,0,,,192,135
Latvia,LVA,LVA1,Agnese,Upīte,7,1,0,0,1,0,9,Honourable Mention,,147,102
Latvia,LVA,LVA2,Rūta,Ozoliņa,7,0,0,7,0,0,14,Honourable Mention,,109,72
Latvia,LVA,LVA3,Estere,Šverna,6,1,0,7,0,0,14,Honourable Mention,,109,72
Latvia,LVA,LVA4,Anete,Valnere,7,1,0,7,0,0,15,Bronze Medal,,101,66
Republic of Moldova,MDA,MDA1,Otilia,Don,7,1,4,6,7,0,25,Silver Medal,,35,25
Republic of Moldova,MDA,MDA2,Rusanda,Guzun,7,3,0,1,0,0,11,Honourable Mention,,130,87
Republic of Moldova,MDA,MDA3,Sabina,Tontici,4,4,2,5,2,0,17,Bronze Medal,,80,53
Republic of Moldova,MDA,MDA4,Sanda-Maria,Ciobanu,3,0,0,0,0,0,3,,,181,129
Mexico,MEX,MEX1,Nuria,Sydykova,7,1,3,7,4,0,22,Silver Medal,,52,
Mexico,MEX,MEX2,Violeta Alitzel,Martínez Escamilla,7,7,1,7,7,0,29,Silver Medal,,22,
Mexico,MEX,MEX3,Marcela,Cruz Larios,7,6,2,7,7,0,29,Silver Medal,,22,
Mexico,MEX,MEX4,Ana Paula,Jiménez Díaz,7,1,1,5,7,1,22,Silver Medal,,52,
The former Yugoslav Republic of Macedonia,MKD,MKD1,Tamara,Mitrovska,7,2,1,0,1,0,11,Honourable Mention,,130,87
The former Yugoslav Republic of Macedonia,MKD,MKD2,Nadezhda,Ilieva,7,1,0,4,7,0,19,Bronze Medal,,69,46
The former Yugoslav Republic of Macedonia,MKD,MKD3,Anastasija,Tortevska,7,2,0,4,0,0,13,Honourable Mention,,117,79
Mongolia,MNG,MNG1,Nursaulye,Bakhyt,7,1,1,7,0,0,16,Bronze Medal,,91,
Mongolia,MNG,MNG2,Purevzaya,Amarzaya,7,5,1,7,1,0,21,Bronze Medal,,57,
Mongolia,MNG,MNG3,Dolgormaa,Batsaikhan,7,7,0,7,7,0,28,Silver Medal,,27,
Mongolia,MNG,MNG4,Itgel,Delgerdalai,7,5,1,2,0,0,15,Bronze Medal,,101,
Netherlands,NLD,NLD1,Floor,Beks,7,1,0,2,1,0,11,Honourable Mention,,130,87
Netherlands,NLD,NLD2,Christel,van Diepen,7,1,0,7,1,0,16,Bronze Medal,,91,58
Netherlands,NLD,NLD3,Anouk,Eggink,7,2,1,7,1,1,19,Bronze Medal,,69,46
Netherlands,NLD,NLD4,Gabriëlle,Zwaneveld,7,7,0,7,1,0,22,Silver Medal,,52,35
Norway,NOR,NOR1,Haldis Tuva Tolås,Boge,0,0,0,0,0,0,0,,,192,135
Norway,NOR,NOR2,Anna,Lyubarskaja,7,3,1,4,1,2,18,Bronze Medal,,76,49
Norway,NOR,NOR3,Hedvig Margrete,Venbakken,7,1,2,2,0,0,12,Honourable Mention,,123,83
Norway,NOR,NOR4,Mille Jordal,Aase,0,0,0,0,0,0,0,,,192,135
Peru,PER,PER1,Gladys Alekza,Salazar,7,1,1,7,7,2,25,Silver Medal,,35,
Peru,PER,PER2,Monica,Martinez,7,2,4,7,7,5,32,Gold Medal,,16,
Peru,PER,PER3,Carla,Fermin,3,3,0,7,0,0,13,Honourable Mention,,117,
Peru,PER,PER4,Nixa,Sanchez,0,1,0,0,0,0,1,,,187,
Poland,POL,POL1,Aleksandra,Cynk,7,5,3,7,1,0,23,Silver Medal,,46,30
Poland,POL,POL2,Jadwiga,Czyżewska,7,6,3,4,0,0,20,Bronze Medal,,62,41
Poland,POL,POL3,Aleksandra,Kowalska,7,7,5,7,7,7,40,Gold Medal,,7,5
Poland,POL,POL4,Weronika,Lorenczyk,7,6,3,7,0,2,25,Silver Medal,,35,25
Romania,ROU,ROU1,Timofte,Alexandra,7,7,4,7,7,2,34,Gold Medal,,13,9
Romania,ROU,ROU2,Lenca-Iarina,Cuturela,7,4,1,7,7,7,33,Gold Medal,,15,11
Romania,ROU,ROU3,Amina,Abu Shanab,6,4,2,4,7,2,25,Silver Medal,,35,25
Romania,ROU,ROU4,Ana-Teodora,Bercaru,3,5,0,1,0,0,9,,,147,102
Russian Federation,RUS,RUS1,Diana,Gainutdinova,7,6,3,7,7,2,32,Gold Medal,,16,12
Russian Federation,RUS,RUS2,Irina,Lanskikh,7,7,4,7,5,7,37,Gold Medal,,9,7
Russian Federation,RUS,RUS3,Elina,Telesheva,7,7,7,7,7,0,35,Gold Medal,,12,8
Russian Federation,RUS,RUS4,Izabella,Tolokno,7,7,7,7,6,7,41,Gold Medal,,6,4
Saudi Arabia,SAU,SAU1,Renad,Abualjamal,7,2,0,7,1,0,17,Bronze Medal,,80,
Saudi Arabia,SAU,SAU2,Thnaa,Alhydary,7,1,0,7,7,0,22,Silver Medal,,52,
Saudi Arabia,SAU,SAU3,Joud,Saleh,7,1,3,7,7,0,25,Silver Medal,,35,
Saudi Arabia,SAU,SAU4,Ghadeer,Daghistani,5,1,0,0,1,0,7,,,165,
Serbia,SRB,SRB1,Jelena,Ivančić,7,7,7,7,7,7,42,Gold Medal,,1,1
Serbia,SRB,SRB2,Irina,Đanković,7,2,4,6,1,1,21,Bronze Medal,,57,37
Serbia,SRB,SRB3,Tamara,Ponjavić,7,7,2,7,7,0,30,Silver Medal,,20,15
Serbia,SRB,SRB4,Nina,Matić,7,1,0,2,0,0,10,Honourable Mention,,139,94
Switzerland,SUI,SUI1,Sarina Franziska,Müller,7,0,2,1,0,0,10,Honourable Mention,,139,94
Switzerland,SUI,SUI2,Yunshu,Ouyang,7,4,1,5,0,0,17,Bronze Medal,,80,53
Switzerland,SUI,SUI3,Anaëlle,Pfister,7,1,0,1,0,0,9,Honourable Mention,,147,102
Switzerland,SUI,SUI4,Yanta,Wang,7,2,0,7,0,0,16,Bronze Medal,,91,58
Slovenia,SVN,SVN1,Ana Meta,Dolinar,6,1,1,7,0,0,15,Bronze Medal,,101,66
Slovenia,SVN,SVN2,Tea,Jeličić,2,1,0,5,0,0,8,,,159,113
Slovenia,SVN,SVN3,Ana,Opalič,7,0,1,2,0,0,10,Honourable Mention,,139,94
Slovenia,SVN,SVN4,Špela,Polak,7,1,0,2,0,0,10,Honourable Mention,,139,94
Tunisia,TUN,TUN1,Farah,Briki,7,3,0,3,7,0,20,Bronze Medal,,62,
Tunisia,TUN,TUN2,Molka,Ben Marzouk,7,2,0,1,1,0,11,Honourable Mention,,130,
Tunisia,TUN,TUN3,Aya,Ben Saad,7,0,0,0,0,0,7,Honourable Mention,,165,
Tunisia,TUN,TUN4,Ela,Ben Saad,2,0,0,0,0,0,2,,,182,
Türkiye,TUR,TUR1,İrem Nur,Çevikcan,7,2,0,5,7,0,21,Bronze Medal,,57,37
Türkiye,TUR,TUR2,Asude Ebrar,Kızıloğlu,7,1,2,5,1,0,16,Bronze Medal,,91,58
Türkiye,TUR,TUR3,Aybeniz Yağmur,Temirtaş,5,2,1,7,0,2,17,Bronze Medal,,80,53
Türkiye,TUR,TUR4,İrem,Yaşar,7,1,0,2,2,0,12,Honourable Mention,,123,83
Ukraine,UKR,UKR1,Alina,Harbuzova,7,7,7,7,7,7,42,Gold Medal,,1,1
Ukraine,UKR,UKR2,Kateryna,Horokh,7,1,7,7,7,0,29,Silver Medal,,22,17
Ukraine,UKR,UKR3,Karyna,Nechyporuk,7,7,2,7,0,0,23,Silver Medal,,46,30
Ukraine,UKR,UKR4,Anastasiia,Rudenko,6,1,0,2,1,0,10,,,139,94
United Kingdom,UNK,UNK1,Emily,Beatty,7,7,7,7,7,7,42,Gold Medal,,1,1
United Kingdom,UNK,UNK2,Melissa,Quail,7,2,0,7,2,0,18,Bronze Medal,,76,49
United Kingdom,UNK,UNK3,Alevtina,Studenikina,7,2,0,7,7,0,23,Silver Medal,,46,30
United Kingdom,UNK,UNK4,Naomi,Wei,7,5,2,7,7,0,28,Silver Medal,,27,20
United States of America,USA,USA1,Catherine,Wu,7,7,7,7,7,7,42,Gold Medal,,1,
United States of America,USA,USA2,Wanlin,Li,7,7,7,7,7,7,42,Gold Medal,,1,
United States of America,USA,USA3,Emily,Wen,1,3,4,7,0,2,17,Bronze Medal,,80,
United States of America,USA,USA4,Megan,Joshi,6,7,2,6,7,0,28,Silver Medal,,27,
