Country Name,Country Code,Contestant Code,Given Name,Family Name,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank,European Rank
Italy,ITA,ITA4,Federica,Zanni,1,7,0,2,2,0,12,Bronze Medal,,68,53
Japan,JPN,JPN1,Ami,Isoda,2,2,1,5,1,0,11,Bronze Medal,,74,
Japan,JPN,JPN2,Maya,Ogita,7,7,2,7,6,4,33,Gold Medal,,9,
Japan,JPN,JPN3,Haruna,Sueo,0,2,0,7,1,0,10,Honourable Mention,,82,
Japan,JPN,JPN4,Minori,Wada,4,2,2,0,3,0,11,Bronze Medal,,74,
Lithuania,LTU,LTU1,Vaiva,Augustinaitė,7,2,1,0,1,4,15,Bronze Medal,,50,38
Lithuania,LTU,LTU2,Leticija,Dubickaitė,0,3,0,0,1,0,4,,,105,82
Lithuania,LTU,LTU3,Aistė,Grušnytė,0,3,0,1,0,0,4,,,105,82
Lithuania,LTU,LTU4,Adriana Otilija,Vilkaitė,0,3,0,0,0,0,3,,,117,93
Luxembourg,LUX,LUX1,Luana,Capus,0,0,1,0,1,0,2,,,130,103
Luxembourg,LUX,LUX2,Lea,Menasce,0,0,0,1,0,0,1,,,139,111
Latvia,LVA,LVA1,Noreta,Nordena,0,1,0,0,1,0,2,,,130,103
Latvia,LVA,LVA2,Gerda,Grase,1,0,0,0,1,0,2,,,130,103
Latvia,LVA,LVA3,Elīza,Gaile,0,1,0,0,1,0,2,,,130,103
Latvia,LVA,LVA4,Ieva,Pakalna,0,0,0,0,0,0,0,,,142,114
Republic of Moldova,MDA,MDA1,Sabina,Tontici,0,2,0,3,0,0,5,,,100,77
Republic of Moldova,MDA,MDA2,Otilia,Don,0,4,0,7,7,0,18,Silver Medal,,33,25
Republic of Moldova,MDA,MDA3,Elvira,Serdțevoi,5,2,0,4,0,0,11,Bronze Medal,,74,59
Republic of Moldova,MDA,MDA4,Tamara,Tataru,0,0,2,0,0,0,2,,,130,103
Mexico,MEX,MEX1,Olga,Medrano-Martin del Campo,7,7,2,7,7,2,32,Gold Medal,,10,
Mexico,MEX,MEX2,Alka,Earathu,3,3,1,7,3,0,17,Silver Medal,,37,
Mexico,MEX,MEX3,Marcela,Cruz-Larios,0,2,0,4,1,0,7,,,92,
Mexico,MEX,MEX4,Jacqueline,Lira-Chávez,0,1,1,3,2,0,7,,,92,
The former Yugoslav Republic of Macedonia,MKD,MKD1,Sanja,Simonovikj,0,3,0,1,0,0,4,,,105,82
The former Yugoslav Republic of Macedonia,MKD,MKD2,Tea,Stoilkovska,2,1,0,0,1,0,4,,,105,82
The former Yugoslav Republic of Macedonia,MKD,MKD3,Nadezhda,Ilieva,1,4,1,2,2,0,10,,,82,63
The former Yugoslav Republic of Macedonia,MKD,MKD4,Tamara,Mitrovska,0,2,0,0,2,0,4,,,105,82
Netherlands,NLD,NLD1,Christel,van Diepen,7,3,1,3,1,0,15,Bronze Medal,,50,38
Netherlands,NLD,NLD2,Aimée,Jacobs,0,2,0,0,1,1,4,,,105,82
Netherlands,NLD,NLD3,Esther,Steenkamer,7,1,0,0,3,0,11,Bronze Medal,,74,59
Netherlands,NLD,NLD4,Mieke,Wessel,7,3,0,7,4,0,21,Silver Medal,,26,18
Norway,NOR,NOR1,Anna,Lyubarskaja,7,3,1,1,1,0,13,Bronze Medal,,63,49
Norway,NOR,NOR2,Anna Margrete,Sletsjøe,1,0,0,0,3,0,4,,,105,82
Norway,NOR,NOR3,Weronika,Wrzos-Kaminska,7,1,1,0,5,0,14,Bronze Medal,,56,43
Norway,NOR,NOR4,Yuting (Samanda),Hu,0,0,0,0,0,0,0,,,142,114
Poland,POL,POL1,Wiktoria,Kośny,0,2,0,7,6,3,18,Silver Medal,,33,25
Poland,POL,POL2,Marta,Mościcka,1,3,2,7,7,0,20,Silver Medal,,28,20
Poland,POL,POL3,Bogna,Pawlus,4,7,0,1,4,3,19,Silver Medal,,30,22
Poland,POL,POL4,Diana,Trokowska,0,3,2,7,5,0,17,Silver Medal,,37,28
Romania,ROU,ROU1,Ioana Alexandra,Teodorescu,2,1,0,7,1,6,17,Silver Medal,,37,28
Romania,ROU,ROU2,Andreea,Dima,7,7,0,0,0,0,14,Bronze Medal,,56,43
Romania,ROU,ROU3,Ramona,Deaconu,1,2,0,7,2,0,12,Bronze Medal,,68,53
Romania,ROU,ROU4,Raluca,Cobzaru,1,7,1,7,1,5,22,Silver Medal,,24,16
Romania B,ROUB,ROUB1,Clara Maria,Dima,7,1,0,7,2,0,17,Silver Medal,,37,
Romania B,ROUB,ROUB2,Lenca Iarina,Cuturela,6,7,0,3,1,7,24,Silver Medal,,19,
Romania B,ROUB,ROUB3,Doina,Chiroiu,7,0,0,7,4,0,18,Silver Medal,,33,
Romania B,ROUB,ROUB4,Ana Maria,Radu,0,4,0,7,0,0,11,Bronze Medal,,74,
Russian Federation,RUS,RUS1,Albina,Lialina,7,7,2,7,6,0,29,Gold Medal,,13,8
Russian Federation,RUS,RUS2,Aleksandra,Sonina,7,1,1,7,3,0,19,Silver Medal,,30,22
Russian Federation,RUS,RUS3,Maria,Dmitrieva,7,7,7,7,7,7,42,Gold Medal,,1,1
Russian Federation,RUS,RUS4,Isabella,Tolokno,7,2,7,2,7,7,32,Gold Medal,,10,7
Saudi Arabia,SAU,SAU1,Shaden,Alshammari,7,7,2,7,1,7,31,Gold Medal,,12,
Saudi Arabia,SAU,SAU2,Renad,Abualjamal,7,2,1,0,1,0,11,Bronze Medal,,74,
Saudi Arabia,SAU,SAU3,Razan,Alghamdi,0,1,0,1,0,0,2,,,130,
Saudi Arabia,SAU,SAU4,Joud Tofiq,Saleh,3,3,0,7,0,0,13,Bronze Medal,,63,
Serbia,SRB,SRB1,Danica,Zečević,7,7,0,7,0,6,27,Gold Medal,,14,9
Serbia,SRB,SRB2,Staša,Kostić,1,2,0,0,0,0,3,,,117,93
Serbia,SRB,SRB3,Jana,Vučković,7,3,0,0,1,5,16,Bronze Medal,,47,35
Serbia,SRB,SRB4,Katarina,Nikolić,0,0,1,7,1,0,9,Honourable Mention,,84,64
Switzerland,SUI,SUI1,Ivana,Klasovita,3,2,0,1,3,0,9,,,84,64
Switzerland,SUI,SUI2,Viera,Klasovita,1,1,1,1,1,0,5,,,100,77
Switzerland,SUI,SUI3,Yunshu,Ouyang,0,2,0,1,0,0,3,,,117,93
Switzerland,SUI,SUI4,Stefanie,Zbinden,7,1,2,7,5,0,22,Silver Medal,,24,16
Slovenia,SVN,SVN1,Klara,Drofenik,1,3,0,4,1,0,9,,,84,64
Slovenia,SVN,SVN2,Doris,Keršič,0,5,0,1,1,0,7,,,92,71
Slovenia,SVN,SVN3,Eva,Seme,6,0,0,0,1,0,7,,,92,71
Slovenia,SVN,SVN4,Maša,Smajila,0,3,0,1,0,0,4,,,105,82
Türkiye,TUR,TUR1,Cemre,Çadır,1,3,0,7,1,1,13,Bronze Medal,,63,49
Türkiye,TUR,TUR2,Feyza,Duman,7,7,7,7,7,5,40,Gold Medal,,2,2
Türkiye,TUR,TUR3,Asude Ebrar,Kızıloğlu,3,7,1,1,0,4,16,Bronze Medal,,47,35
Türkiye,TUR,TUR4,Ayşe Pelin,Özcan,7,7,1,7,1,0,23,Silver Medal,,21,14
Ukraine,UKR,UKR1,Olga,Shevchenko,0,2,4,7,1,0,14,Bronze Medal,,56,43
Ukraine,UKR,UKR2,Olha,Silina,7,7,7,1,7,5,34,Gold Medal,,7,6
Ukraine,UKR,UKR3,Oleksandra,Tumak,7,1,2,7,7,0,24,Silver Medal,,19,13
Ukraine,UKR,UKR4,Yuliia,Zdanovska,0,3,1,1,2,0,7,,,92,71
United Kingdom,UNK,UNK1,Rosie,Cates,7,7,3,7,7,4,35,Gold Medal,,6,5
United Kingdom,UNK,UNK2,Tomoka,Kan,1,7,0,0,4,0,12,Bronze Medal,,68,53
United Kingdom,UNK,UNK3,Alevtina,Studenikina,6,0,0,7,1,0,14,Bronze Medal,,56,43
United Kingdom,UNK,UNK4,Naomi,Wei,1,7,0,7,1,1,17,Silver Medal,,37,28
United States of America,USA,USA1,Celine,Liang,4,7,1,7,7,0,26,Silver Medal,,17,
United States of America,USA,USA2,Demi,Guo,7,2,2,0,3,0,14,Bronze Medal,,56,
United States of America,USA,USA3,Meghal,Gupta,7,1,7,7,7,5,34,Gold Medal,,7,
United States of America,USA,USA4,Rachel,Zhang,7,7,2,7,7,7,37,Gold Medal,,4,
